Ewe/V	<I>/mA	time/s
-7.0768553E-001	-1.108614650000068E-003	1.737266957250904E+002
-7.2451037E-001	-1.174932891492970E-003	1.738959957208135E+002
-7.4143845E-001	-1.254709174618493E-003	1.740653957165341E+002
-7.5826901E-001	-1.274931500882818E-003	1.742343957122648E+002
-7.7517253E-001	-1.280335354141896E-003	1.744030957080031E+002
-7.9207915E-001	-1.285146541611180E-003	1.745718957037388E+002
-8.0891687E-001	-1.125358135711414E-003	1.747403956994822E+002
-8.2576376E-001	-1.253382263280044E-003	1.749087956952280E+002
-8.4254289E-001	-1.185786641170566E-003	1.750766956909865E+002
-8.5931289E-001	-1.317970334899070E-003	1.752446956867425E+002
-8.7611926E-001	-1.224483562993799E-003	1.754128956824934E+002
-8.9300418E-001	-1.224344252386933E-003	1.755811956782418E+002
-9.0971971E-001	-1.251380150111701E-003	1.757495956739876E+002
-9.2654347E-001	-1.423469847196178E-003	1.759175956697436E+002
-9.4349271E-001	-1.257332033084757E-003	1.760857956654945E+002
-9.6023965E-001	-1.342525508227145E-003	1.762543956612353E+002
-9.7713590E-001	-1.392809533794961E-003	1.764230956569736E+002
-9.9401581E-001	-1.314504163324209E-003	1.765915956527169E+002
-1.0109141E+000	-1.351397807263977E-003	1.767605956484476E+002
-1.0277858E+000	-1.153654978649964E-003	1.769293956441834E+002
-1.0446297E+000	-1.389997339007867E-003	1.770983956399141E+002
-1.0615660E+000	-1.391743970893779E-003	1.772675956356397E+002
-1.0785520E+000	-1.311481086547221E-003	1.774364956313730E+002
-1.0954052E+000	-1.324132626622995E-003	1.776056956270986E+002
-1.1123422E+000	-1.283285242339446E-003	1.777750956228192E+002
-1.1292429E+000	-1.162164574390799E-003	1.779444956185398E+002
-1.1460398E+000	-1.338771061398071E-003	1.781130956142806E+002
-1.1628500E+000	-1.334662572965505E-003	1.782804956100517E+002
-1.1797312E+000	-1.363022139840801E-003	1.784482956058127E+002
-1.1963106E+000	-1.397919070466255E-003	1.786163956015662E+002
-1.2132336E+000	-1.369226389812801E-003	1.787841955973272E+002
-1.2300122E+000	-1.360585987774658E-003	1.789527955930680E+002
-1.2469343E+000	-1.214823764030083E-003	1.791214955888063E+002
-1.2635872E+000	-1.345520881546311E-003	1.792895955845597E+002
-1.2806383E+000	-1.431393985430799E-003	1.794579955803056E+002
-1.2974383E+000	-1.452876237608352E-003	1.796270955760338E+002
-1.3141690E+000	-1.381537646461503E-003	1.797955955717771E+002
-1.3311287E+000	-1.318915957895692E-003	1.799636955675305E+002
-1.3478545E+000	-1.330102369013968E-003	1.801319955632789E+002
-1.3648121E+000	-1.364896565148131E-003	1.803002955590273E+002
-1.3815958E+000	-1.218390612028022E-003	1.804690955547630E+002
-1.3984928E+000	-1.340322654967053E-003	1.806379955504963E+002
-1.4153048E+000	-1.398955586014112E-003	1.808065955462371E+002
-1.4321477E+000	-1.400364604900110E-003	1.809750955419804E+002
-1.4490073E+000	-1.332315721848501E-003	1.811436955377212E+002
-1.4657365E+000	-1.385777278001021E-003	1.813116955334772E+002
-1.4826409E+000	-1.502732450701177E-003	1.814799955292256E+002
-1.4995021E+000	-1.388584742937113E-003	1.816486955249638E+002
-1.5162885E+000	-1.555134413929446E-003	1.818171955207072E+002
-1.5331727E+000	-1.650060633668843E-003	1.819858955164455E+002
-1.5498979E+000	-1.900565492659809E-003	1.821544955121863E+002
-1.5668753E+000	-2.081717392790271E-003	1.823233955079195E+002
-1.5837557E+000	-2.316157341361859E-003	1.824925955036451E+002
-1.6004508E+000	-2.853654586492508E-003	1.826611954993859E+002
-1.6174334E+000	-3.277272952999455E-003	1.828295954951318E+002
-1.6342775E+000	-4.053124991168500E-003	1.829986954908600E+002
-1.6510452E+000	-4.841134267417530E-003	1.831676954865907E+002
-1.6679829E+000	-5.743280435975891E-003	1.833363954823290E+002
-1.6848681E+000	-6.375402513829079E-003	1.835050954780672E+002
-1.7017844E+000	-6.697831079744782E-003	1.836735954738106E+002
-1.7185882E+000	-6.869610230789469E-003	1.838419954695564E+002
-1.7355421E+000	-6.756750591940447E-003	1.840100954653099E+002
-1.7523314E+000	-6.419918960744586E-003	1.841782954610608E+002
-1.7691681E+000	-6.079883892989996E-003	1.843465954568092E+002
-1.7860978E+000	-5.854685374173347E-003	1.845152954525474E+002
-1.8028371E+000	-5.533555582338714E-003	1.846843954482756E+002
-1.8197975E+000	-5.231529153998937E-003	1.848530954440139E+002
-1.8367110E+000	-5.073186924593069E-003	1.850222954397395E+002
-1.8535091E+000	-4.786080725476410E-003	1.851911954354728E+002
-1.8702321E+000	-4.764949997694903E-003	1.853591954312287E+002
-1.8871926E+000	-4.522104226636535E-003	1.855274954269771E+002
-1.9040073E+000	-4.517599440502791E-003	1.856964954227078E+002
-1.9208068E+000	-4.429770540797302E-003	1.858650954184486E+002
-1.9377434E+000	-4.280931844403021E-003	1.860335954141920E+002
-1.9545467E+000	-4.168290754299732E-003	1.862022954099302E+002
-1.9713936E+000	-4.239694585545663E-003	1.863711954056635E+002
-1.9882718E+000	-4.021385138042143E-003	1.865397954014043E+002
-2.0051432E+000	-4.017135028089376E-003	1.867082953971476E+002
-2.0219746E+000	-3.901609834120759E-003	1.868769953928859E+002
-2.0387797E+000	-3.869952542631047E-003	1.870455953886267E+002
-2.0557871E+000	-3.975530523791820E-003	1.872145953843574E+002
-2.0725279E+000	-3.887794390038505E-003	1.873834953800906E+002
-2.0893626E+000	-3.883888199127154E-003	1.875517953758390E+002
-2.1062162E+000	-3.824429724519754E-003	1.877197953715950E+002
-2.1231561E+000	-3.850507236011352E-003	1.878887953673257E+002
-2.1399345E+000	-3.819384242814083E-003	1.880580953630488E+002
-2.1568182E+000	-3.840658284842126E-003	1.882264953587946E+002
-2.1735196E+000	-3.863437027485789E-003	1.883944953545506E+002
-2.1904674E+000	-3.957252062317337E-003	1.885629953502939E+002
-2.2073741E+000	-3.960612322147297E-003	1.887311953460448E+002
-2.2241056E+000	-3.923495463748039E-003	1.888990953418033E+002
-2.2356360E+000	-4.140377156906752E-003	1.890150953388729E+002
-2.2387846E+000	-4.139631055295467E-003	1.890493953380064E+002
-2.2432585E+000	-4.107599537437764E-003	1.891351953358389E+002
-2.2314382E+000	-3.884367188473539E-003	1.893033953315899E+002
-2.2145586E+000	-3.637992138509620E-003	1.894720953273281E+002
-2.1977899E+000	-3.675137472761866E-003	1.896410953230588E+002
-2.1809852E+000	-3.472192074365429E-003	1.898100953187895E+002
-2.1641054E+000	-3.337181662690293E-003	1.899791953145177E+002
-2.1472387E+000	-3.317237460563609E-003	1.901478953102560E+002
-2.1303647E+000	-3.246510210134019E-003	1.903165953059943E+002
-2.1135154E+000	-3.141453534658487E-003	1.904855953017250E+002
-2.0967495E+000	-3.115116263729650E-003	1.906538952974734E+002
-2.0797629E+000	-3.073229163758788E-003	1.908222952932192E+002
-2.0629776E+000	-3.079031760703788E-003	1.909910952889550E+002
-2.0461860E+000	-2.910977012895244E-003	1.911596952846958E+002
-2.0291986E+000	-3.004703003534497E-003	1.913286952804265E+002
-2.0124662E+000	-2.815126268960119E-003	1.914975952761597E+002
-1.9954664E+000	-2.838634490764519E-003	1.916660952719030E+002
-1.9786594E+000	-2.772396255682888E-003	1.918348952676388E+002
-1.9617689E+000	-2.735838683652174E-003	1.920038952633695E+002
-1.9448994E+000	-2.756044442128638E-003	1.921724952591103E+002
-1.9280425E+000	-2.699091523712373E-003	1.923413952548435E+002
-1.9110643E+000	-2.773594270760266E-003	1.925106952505666E+002
-1.8942720E+000	-2.877093677475399E-003	1.926792952463074E+002
-1.8776239E+000	-2.621045783524711E-003	1.928471952420659E+002
-1.8606215E+000	-2.632008236316180E-003	1.930153952378168E+002
-1.8439180E+000	-2.509555068655460E-003	1.931840952335551E+002
-1.8269755E+000	-2.559657268950931E-003	1.933526952292959E+002
-1.8100828E+000	-2.557851793571347E-003	1.935215952250292E+002
-1.7932998E+000	-2.429495944627984E-003	1.936902952207674E+002
-1.7763760E+000	-2.373935127348854E-003	1.938591952165007E+002
-1.7594857E+000	-2.226857171974510E-003	1.940287952122162E+002
-1.7424767E+000	-2.041457234899892E-003	1.941983952079318E+002
-1.7257439E+000	-1.602200968423409E-003	1.943669952036726E+002
-1.7088097E+000	-1.251343628674488E-003	1.945353951994184E+002
-1.6920689E+000	-5.832502599461076E-004	1.947040951951567E+002
-1.6751227E+000	8.882353539428471E-005	1.948731951908849E+002
-1.6582036E+000	8.875789173098531E-004	1.950425951866055E+002
-1.6413654E+000	1.635508645694110E-003	1.952116951823336E+002
-1.6244670E+000	2.448199006741397E-003	1.953803951780719E+002
-1.6075075E+000	2.850221875786249E-003	1.955490951738102E+002
-1.5906341E+000	2.957902167808517E-003	1.957176951695510E+002
-1.5736881E+000	2.911797417114982E-003	1.958862951652918E+002
-1.5569295E+000	2.807895000871571E-003	1.960547951610351E+002
-1.5399405E+000	2.468646667661618E-003	1.962229951567861E+002
-1.5233438E+000	2.085703663976852E-003	1.963908951525445E+002
-1.5064446E+000	1.901218751501291E-003	1.965590951482955E+002
-1.4894973E+000	1.557703757961694E-003	1.967279951440287E+002
-1.4726921E+000	1.429514928716267E-003	1.968971951397543E+002
-1.4557124E+000	1.173534558129680E-003	1.970662951354825E+002
-1.4388816E+000	9.134883632010045E-004	1.972351951312157E+002
-1.4222111E+000	9.916780843276709E-004	1.974036951269591E+002
-1.4052241E+000	7.398403124319964E-004	1.975716951227150E+002
-1.3884194E+000	5.315449110731372E-004	1.977392951184811E+002
-1.3717963E+000	6.081562633655849E-004	1.979073951142345E+002
-1.3547901E+000	5.280161153314077E-004	1.980762951099678E+002
-1.3378707E+000	3.171929073853596E-004	1.982453951056959E+002
-1.3210438E+000	3.630608205119996E-004	1.984142951014292E+002
-1.3041664E+000	3.673369085437617E-004	1.985830950971649E+002
-1.2872133E+000	1.528416297034724E-004	1.987519950928981E+002
-1.2704712E+000	-9.666454855626052E-005	1.989203950886440E+002
-1.2536024E+000	8.576816429012963E-005	1.990884950843974E+002
-1.2367851E+000	7.033444037060686E-005	1.992563950801559E+002
-1.2199745E+000	-1.275849290122068E-005	1.994243950759119E+002
-1.2031815E+000	-1.276844155265763E-004	1.995927950716577E+002
-1.1863221E+000	-1.036842805498518E-005	1.997614950673960E+002
-1.1693876E+000	-1.332014932837656E-004	1.999304950631267E+002
-1.1524910E+000	-1.518780787040367E-004	2.000995950588549E+002
-1.1356050E+000	-3.142777947407740E-004	2.002687950545806E+002
-1.1186905E+000	-4.676627280421907E-004	2.004376950503138E+002
-1.1018885E+000	-4.080131283984330E-004	2.006065950460470E+002
-1.0849987E+000	-2.765812354928341E-004	2.007750950417903E+002
-1.0680770E+000	-2.833063978805398E-004	2.009440950375210E+002
-1.0511458E+000	-3.041596475077855E-004	2.011133950332442E+002
-1.0342680E+000	-2.312460277139320E-004	2.012821950289799E+002
-1.0175036E+000	-3.678997354892724E-004	2.014502950247334E+002
-1.0005051E+000	-3.776888507499901E-004	2.016186950204792E+002
-9.8374450E-001	-4.144676968877437E-004	2.017877950162074E+002
-9.6680367E-001	-4.078819959534592E-004	2.019564950119457E+002
-9.5002192E-001	-4.498831267122994E-004	2.021246950076966E+002
-9.3302840E-001	-4.224369083971518E-004	2.022933950034349E+002
-9.1629767E-001	-5.313671455094166E-004	2.024624949991630E+002
-8.9943409E-001	-5.955217743473023E-004	2.026310949949038E+002
-8.8250005E-001	-5.256297706112811E-004	2.027998949906396E+002
-8.6547214E-001	-5.851977796512940E-004	2.029693949863577E+002
-8.4881175E-001	-4.151089375182306E-004	2.031383949820884E+002
-8.3180684E-001	-4.971263644447162E-004	2.033070949778266E+002
-8.1488842E-001	-5.745020071316123E-004	2.034762949735523E+002
-7.9795784E-001	-5.420173909483662E-004	2.036455949692754E+002
-7.8113073E-001	-6.199700923924271E-004	2.038143949650112E+002
-7.6424730E-001	-6.849827112347107E-004	2.039831949607469E+002
-7.4733520E-001	-6.541553264907815E-004	2.041521949564776E+002
-7.3054856E-001	-7.163606985763366E-004	2.043203949522285E+002
-7.1371484E-001	-6.506605208651609E-004	2.044886949479769E+002
-6.9686574E-001	-7.443655844373148E-004	2.046569949437253E+002
-6.7996639E-001	-6.766905587281633E-004	2.048253949394712E+002
-6.6311157E-001	-6.676441240955899E-004	2.049944949351993E+002
-6.4634204E-001	-8.282406771070207E-004	2.051629949309427E+002
-6.2926424E-001	-7.726002141048537E-004	2.053315949266835E+002
-6.1252975E-001	-6.885472087549777E-004	2.055008949224066E+002
-5.9557396E-001	-8.387427441263039E-004	2.056699949181348E+002
-5.7861519E-001	-6.548823228597813E-004	2.058393949138554E+002
-5.6172758E-001	-8.112885662629032E-004	2.060083949095861E+002
-5.4475653E-001	-7.370032945047773E-004	2.061773949053168E+002
-5.2809149E-001	-8.733703056586287E-004	2.063456949010651E+002
-5.1114118E-001	-7.273660011207841E-004	2.065135948968236E+002
-4.9433514E-001	-7.429976565939203E-004	2.066827948925493E+002
-4.7743836E-001	-9.030200434429160E-004	2.068518948882775E+002
-4.6054143E-001	-7.538016898769422E-004	2.070205948840157E+002
-4.4360110E-001	-6.982730264946035E-004	2.071894948797490E+002
-4.2691383E-001	-6.820605475039266E-004	2.073576948754999E+002
-4.0986151E-001	-8.284871787383186E-004	2.075258948712508E+002
-3.9312264E-001	-8.209367613855670E-004	2.076946948669865E+002
-3.7621468E-001	-9.042924186725039E-004	2.078631948627299E+002
-3.5947639E-001	-7.286785017609227E-004	2.080318948584681E+002
-3.4254083E-001	-7.469351512947742E-004	2.082004948542090E+002
-3.2556081E-001	-7.205556249229340E-004	2.083694948499397E+002
-3.0877119E-001	-7.573409129547426E-004	2.085382948456754E+002
-2.9176819E-001	-8.720381578103120E-004	2.087069948414137E+002
-2.7496976E-001	-7.275693301855455E-004	2.088761948371393E+002
-2.5798452E-001	-7.920923084733635E-004	2.090453948328650E+002
-2.4110381E-001	-7.716069356780257E-004	2.092145948285906E+002
-2.2417010E-001	-7.842384253793806E-004	2.093837948243163E+002
-2.0725082E-001	-6.395592846446252E-004	2.095529948200419E+002
-1.9029528E-001	-7.247864994726809E-004	2.097221948157676E+002
-1.7341724E-001	-7.505377107089491E-004	2.098909948115033E+002
-1.5659808E-001	-6.641120780471570E-004	2.100597948072391E+002
-1.3975792E-001	-6.535264737543203E-004	2.102282948029824E+002
-1.2287113E-001	-6.318273805914643E-004	2.103964947987333E+002
-1.0604563E-001	-5.373147891650620E-004	2.105648947944792E+002
-8.9024365E-002	-5.916343847712866E-004	2.107340947902048E+002
-7.2306007E-002	-5.985828646569852E-004	2.109027947859431E+002
-5.5408373E-002	-5.526399868588817E-004	2.110711947816890E+002
-3.8465261E-002	-6.067787555060541E-004	2.112398947774273E+002
-2.1798830E-002	-6.152480640253932E-004	2.114079947731807E+002
-1.0858263E-002	-5.489075096569629E-004	2.115150947704751E+002
-8.4781367E-003	-3.836057185253594E-004	2.115405947698309E+002
-4.3746899E-003	-4.974864860118134E-004	2.116264947676609E+002
-1.6779887E-002	-7.429465505802528E-004	2.117950947634017E+002
-3.3719163E-002	-7.672584789872074E-004	2.119637947591400E+002
-5.0469901E-002	-8.883825596086607E-004	2.121324947548783E+002
-6.7233108E-002	-9.506666056605644E-004	2.123011947506166E+002
-8.4191069E-002	-8.908574189945583E-004	2.124698947463548E+002
-1.0101139E-001	-9.906674695657602E-004	2.126387947420881E+002
-1.1783274E-001	-1.026258805247367E-003	2.128077947378188E+002
-1.3476041E-001	-1.061197465819825E-003	2.129767947335495E+002
-1.5159367E-001	-1.116511142762521E-003	2.131456947292827E+002
-1.6839860E-001	-1.056726407305905E-003	2.133134947250437E+002
-1.8525946E-001	-1.059787906593394E-003	2.134816947207946E+002
-2.0202962E-001	-1.174317134032151E-003	2.136508947165203E+002
-2.1899587E-001	-1.063034062613233E-003	2.138199947122484E+002
-2.3568383E-001	-1.077829169547796E-003	2.139883947079943E+002
-2.5265798E-001	-1.176002198976198E-003	2.141566947037427E+002
-2.6374769E-001	-1.093699514804005E-003	2.142664947009689E+002
-2.6628557E-001	-1.082062710858216E-003	2.142915947003348E+002
