Ewe/V	<I>/mA	time/s
-1.8442193E+000	-2.846715109000378E-003	1.032216975061965E+002
-1.8273442E+000	-2.673953224012378E-003	1.033903975019348E+002
-1.8104504E+000	-2.704111579560135E-003	1.035595974976604E+002
-1.7936689E+000	-2.536605361950751E-003	1.037284974933937E+002
-1.7767032E+000	-2.473686517476231E-003	1.038972974891294E+002
-1.7599788E+000	-2.190788325315982E-003	1.040656974848753E+002
-1.7430894E+000	-2.216250130483915E-003	1.042333974806388E+002
-1.7263628E+000	-1.751592549141236E-003	1.044017974763847E+002
-1.7094750E+000	-1.459903813492935E-003	1.045706974721179E+002
-1.6926439E+000	-8.893062757205673E-004	1.047394974678537E+002
-1.6757462E+000	-1.654543472189836E-004	1.049085974635818E+002
-1.6589024E+000	7.577892011446929E-004	1.050778974593050E+002
-1.6419225E+000	1.381588162950142E-003	1.052467974550382E+002
-1.6250411E+000	2.130210789039168E-003	1.054158974507664E+002
-1.6080589E+000	2.577386378362287E-003	1.055852974464869E+002
-1.5911949E+000	2.734017580895644E-003	1.057540974422227E+002
-1.5741713E+000	2.693909394430288E-003	1.059223974379711E+002
-1.5574627E+000	2.529962172642428E-003	1.060910974337094E+002
-1.5404468E+000	2.141580033017679E-003	1.062598974294451E+002
-1.5237284E+000	1.888509523777629E-003	1.064286974251809E+002
-1.5066864E+000	1.675144151664070E-003	1.065969974209293E+002
-1.4899780E+000	1.512340506444154E-003	1.067660974166574E+002
-1.4731525E+000	1.249155041818031E-003	1.069346974123982E+002
-1.4562135E+000	9.753811971751625E-004	1.071028974081491E+002
-1.4393380E+000	6.772672192610057E-004	1.072718974038798E+002
-1.4225544E+000	7.012719213400067E-004	1.074403973996232E+002
-1.4057605E+000	5.548551107787784E-004	1.076082973953817E+002
-1.3889040E+000	5.364479846189062E-004	1.077768973911225E+002
-1.3720988E+000	6.793046074712334E-004	1.079455973868608E+002
-1.3551209E+000	3.457450111054837E-004	1.081140973826041E+002
-1.3382734E+000	3.976577325300878E-004	1.082829973783373E+002
-1.3215311E+000	1.843596518573366E-004	1.084511973740882E+002
-1.3046587E+000	9.865484364111302E-005	1.086190973698467E+002
-1.2877988E+000	-2.922496514216248E-005	1.087876973655875E+002
-1.2708869E+000	5.811088850377955E-005	1.089567973613157E+002
-1.2541134E+000	-8.203592239503962E-006	1.091255973570514E+002
-1.2371255E+000	-7.327735631398023E-005	1.092942973527897E+002
-1.2203649E+000	-1.149026750204445E-004	1.094625973485381E+002
-1.2035465E+000	1.771186168864312E-005	1.096309973442840E+002
-1.1866241E+000	-3.126201285485021E-004	1.097993973400298E+002
-1.1699581E+000	-2.572768423693953E-004	1.099674973357833E+002
-1.1530527E+000	-2.091594495902476E-004	1.101354973315392E+002
-1.1362170E+000	-3.434141909465214E-004	1.103036973272901E+002
-1.1195245E+000	-2.391268235135944E-004	1.104716973230461E+002
-1.1025797E+000	-3.277593973021464E-004	1.106397973187995E+002
-1.0857190E+000	-4.885051308470703E-004	1.108086973145328E+002
-1.0687548E+000	-5.162962399385797E-004	1.109781973102508E+002
-1.0520606E+000	-3.411686686712219E-004	1.111470973059841E+002
-1.0350109E+000	-6.828993679823953E-004	1.113153973017324E+002
-1.0181648E+000	-4.948056818528967E-004	1.114841972974682E+002
-1.0014186E+000	-4.595121588822255E-004	1.116526972932115E+002
-9.8455358E-001	-4.685351915353873E-004	1.118209972889599E+002
-9.6766376E-001	-5.068250669015440E-004	1.119892972847083E+002
-9.5087099E-001	-5.197563850977086E-004	1.121574972804592E+002
-9.3416309E-001	-6.077266730392453E-004	1.123250972762253E+002
-9.1734242E-001	-6.065099758594671E-004	1.124924972719964E+002
-9.0057445E-001	-5.464081776971885E-004	1.126606972677473E+002
-8.8370246E-001	-5.390863381905999E-004	1.128292972634881E+002
-8.6693603E-001	-5.182501231316937E-004	1.129974972592390E+002
-8.5002530E-001	-6.511722032749977E-004	1.131659972549824E+002
-8.3335239E-001	-5.280405749505834E-004	1.133343972507282E+002
-8.1640434E-001	-7.327753254332565E-004	1.135022972464867E+002
-7.9967445E-001	-6.816672812176867E-004	1.136705972422351E+002
-7.8282863E-001	-7.601697863429593E-004	1.138384972379936E+002
-7.6592064E-001	-6.891768616937976E-004	1.140069972337369E+002
-7.4919772E-001	-7.430655976693422E-004	1.141759972294676E+002
-7.3223400E-001	-6.811960681072128E-004	1.143445972252084E+002
-7.1541643E-001	-7.264049296803934E-004	1.145133972209442E+002
-6.9839227E-001	-7.148910715327121E-004	1.146824972166723E+002
-6.8154502E-001	-7.886613369605076E-004	1.148517972123955E+002
-6.6472411E-001	-6.977461072146720E-004	1.150206972081287E+002
-6.4768332E-001	-8.042627970648308E-004	1.151892972038695E+002
-6.3097596E-001	-7.594168801445759E-004	1.153579971996078E+002
-6.1407501E-001	-6.778246502369975E-004	1.155265971953486E+002
-5.9708083E-001	-8.204026088199385E-004	1.156954971910818E+002
-5.8031023E-001	-8.044341054721047E-004	1.158641971868201E+002
-5.6337667E-001	-7.749042486369893E-004	1.160328971825584E+002
-5.4653406E-001	-7.400252375015671E-004	1.162017971782916E+002
-5.2973497E-001	-7.624224355412199E-004	1.163699971740425E+002
-5.1293582E-001	-8.663097142712142E-004	1.165373971698136E+002
-4.9610442E-001	-9.081352973247785E-004	1.167056971655620E+002
-4.7932640E-001	-8.102954736703919E-004	1.168743971613003E+002
-4.6253026E-001	-8.071247586971669E-004	1.170425971570512E+002
-4.4556630E-001	-8.598706041245980E-004	1.172106971528046E+002
-4.2883277E-001	-7.878020069839835E-004	1.173791971485480E+002
-4.1188642E-001	-9.410706750215959E-004	1.175478971442863E+002
-3.9508629E-001	-8.584178454039571E-004	1.177167971400195E+002
-3.7824568E-001	-8.043862383540056E-004	1.178852971357628E+002
-3.6131299E-001	-6.915005902765874E-004	1.180535971315112E+002
-3.4444541E-001	-7.919699754290604E-004	1.182219971272571E+002
-3.2758489E-001	-8.843835635833665E-004	1.183907971229928E+002
-3.1063518E-001	-8.762771919048028E-004	1.185602971187109E+002
-2.9369611E-001	-8.635755328478892E-004	1.187298971144264E+002
-2.7688813E-001	-9.176213927136988E-004	1.188984971101672E+002
-2.5996512E-001	-8.231475589017233E-004	1.190664971059232E+002
-2.4334368E-001	-8.370827931675866E-004	1.192342971016842E+002
-2.2636384E-001	-7.425116291961339E-004	1.194020970974452E+002
-2.0963970E-001	-7.565466898311101E-004	1.195705970931886E+002
-1.9266166E-001	-7.715745120561827E-004	1.197389970889344E+002
-1.7586546E-001	-7.600645583162001E-004	1.199078970846676E+002
-1.5906712E-001	-7.198356521175113E-004	1.200764970804084E+002
-1.4204296E-001	-7.782760496356476E-004	1.202451970761467E+002
-1.2531248E-001	-7.415658313654764E-004	1.204137970718875E+002
-1.0838345E-001	-7.983377159792998E-004	1.205817970676435E+002
-9.1669247E-002	-6.652728656050509E-004	1.207501970633894E+002
-7.4722022E-002	-6.319393381579224E-004	1.209185970591352E+002
-5.7959519E-002	-7.219302722928367E-004	1.210866970548886E+002
-4.0985294E-002	-6.594911882254473E-004	1.212552970506295E+002
-2.4227299E-002	-6.517341606001557E-004	1.214238970463703E+002
-1.2097697E-002	-7.337437198122409E-004	1.215435970433464E+002
-8.5661598E-003	-6.509838470568265E-004	1.215787970424572E+002
-8.6861067E-003	-6.000546854920685E-004	1.215821970423713E+002
-4.5081866E-003	-6.818262734043347E-004	1.216686970401861E+002
-1.7066503E-002	-8.224478593218398E-004	1.218379970359092E+002
-3.3887949E-002	-1.030426864084468E-003	1.220071970316349E+002
-5.0856613E-002	-1.015134177697502E-003	1.221761970273656E+002
-6.7704432E-002	-1.090266953788249E-003	1.223455970230862E+002
-8.4532730E-002	-1.000998231345470E-003	1.225145970188169E+002
-1.0142047E-001	-1.129967241128266E-003	1.226833970145526E+002
-1.1834680E-001	-1.207510841396326E-003	1.228524970102808E+002
-1.3524364E-001	-1.189229852107697E-003	1.230217970060039E+002
-1.5202865E-001	-1.120145646927247E-003	1.231906970017371E+002
-1.6891150E-001	-1.223932973408988E-003	1.233591969974805E+002
-1.8571150E-001	-1.082651232668201E-003	1.235271969932364E+002
-2.0265956E-001	-1.285417574339264E-003	1.236957969889772E+002
-2.1933745E-001	-1.252065511930285E-003	1.238651969846978E+002
-2.3628359E-001	-1.142456448288224E-003	1.240334969804462E+002
-2.5319061E-001	-1.153222071309764E-003	1.242018969761921E+002
-2.6996696E-001	-1.184791642524500E-003	1.243708969719228E+002
-2.8679436E-001	-1.246558651635681E-003	1.245394969676636E+002
-3.0355656E-001	-1.284314646292825E-003	1.247074969634195E+002
-3.2048029E-001	-1.338624045560126E-003	1.248755969591730E+002
-3.3720660E-001	-1.281174176498995E-003	1.250437969549239E+002
-3.5402140E-001	-1.408659590891308E-003	1.252115969506849E+002
-3.7096354E-001	-1.277485384706937E-003	1.253801969464257E+002
-3.8762635E-001	-1.226887541580058E-003	1.255485969421716E+002
-4.0460309E-001	-1.214841234087532E-003	1.257169969379174E+002
-4.2128706E-001	-1.176507912532531E-003	1.258852969336658E+002
-4.3806055E-001	-1.389560994273014E-003	1.260530969294268E+002
-4.5485920E-001	-1.310019881814856E-003	1.262205969251954E+002
-4.7171274E-001	-1.194869733823834E-003	1.263884969209539E+002
-4.8857498E-001	-1.295045952163867E-003	1.265575969166821E+002
-5.0538647E-001	-1.191713537690407E-003	1.267266969124103E+002
-5.2234942E-001	-1.253179717337384E-003	1.268956969081410E+002
-5.3913426E-001	-1.290846691230731E-003	1.270647969038691E+002
-5.5605173E-001	-1.214553601113771E-003	1.272334968996074E+002
-5.7293969E-001	-1.304017188498676E-003	1.274021968953457E+002
-5.8977562E-001	-1.341910924088156E-003	1.275709968910815E+002
-6.0669219E-001	-1.256198699906050E-003	1.277396968868197E+002
-6.2352890E-001	-1.260991926818340E-003	1.279085968825530E+002
-6.4029801E-001	-1.215659406335617E-003	1.280768968783013E+002
-6.5725797E-001	-1.151977129199523E-003	1.282450968740523E+002
-6.7394060E-001	-1.334091300308237E-003	1.284134968697981E+002
-6.9083685E-001	-1.286135738127036E-003	1.285818968655440E+002
-7.0774013E-001	-1.251457957913939E-003	1.287504968612848E+002
-7.2452736E-001	-1.192630289509158E-003	1.289189968570281E+002
-7.4144191E-001	-1.209280806495966E-003	1.290873968527740E+002
-7.5809348E-001	-1.330972552155337E-003	1.292553968485299E+002
-7.7500463E-001	-1.234845295368679E-003	1.294231968442909E+002
-7.9181641E-001	-1.238527591779062E-003	1.295914968400393E+002
-8.0863917E-001	-1.298112184964017E-003	1.297602968357751E+002
-8.2539970E-001	-1.234008208248235E-003	1.299284968315260E+002
-8.4233832E-001	-1.275390172367871E-003	1.300967968272744E+002
-8.5904843E-001	-1.200711560597456E-003	1.302650968230228E+002
-8.7596810E-001	-1.173046192310989E-003	1.304336968187636E+002
-8.9264810E-001	-1.362200388386121E-003	1.306016968145195E+002
-9.0957117E-001	-1.316134248528882E-003	1.307693968102831E+002
-9.2630661E-001	-1.264325347571735E-003	1.309378968060264E+002
-9.4330478E-001	-1.189661138693808E-003	1.311065968017647E+002
-9.6005714E-001	-1.273827971700924E-003	1.312755967974954E+002
-9.7691214E-001	-1.264536485172506E-003	1.314441967932362E+002
-9.9395967E-001	-1.263914853840173E-003	1.316128967889745E+002
-1.0107069E+000	-1.223744053069926E-003	1.317818967847052E+002
-1.0276464E+000	-1.202346069926849E-003	1.319502967804510E+002
-1.0443932E+000	-1.273010301011511E-003	1.321186967761969E+002
-1.0611559E+000	-1.295003550863047E-003	1.322866967719528E+002
-1.0781054E+000	-1.292245788170401E-003	1.324547967677063E+002
-1.0949343E+000	-1.294221977564323E-003	1.326235967634420E+002
-1.1118462E+000	-1.253598095492664E-003	1.327923967591778E+002
-1.1286353E+000	-1.273568969564575E-003	1.329610967549161E+002
-1.1454929E+000	-1.439759992173552E-003	1.331300967506468E+002
-1.1623521E+000	-1.454512618540051E-003	1.332987967463851E+002
-1.1791956E+000	-1.322456869897492E-003	1.334663967421511E+002
-1.1960095E+000	-1.390697470023655E-003	1.336343967379071E+002
-1.2126526E+000	-1.231468554308911E-003	1.338025967336580E+002
-1.2296076E+000	-1.356024856750949E-003	1.339706967294114E+002
-1.2463670E+000	-1.463068096019423E-003	1.341393967251497E+002
-1.2633878E+000	-1.403638521624517E-003	1.343083967208804E+002
-1.2801901E+000	-1.326386552293547E-003	1.344776967166035E+002
-1.2971469E+000	-1.325430819860223E-003	1.346469967123267E+002
-1.3140615E+000	-1.307351765090847E-003	1.348164967080447E+002
-1.3310527E+000	-1.295282130877240E-003	1.349860967037603E+002
-1.3479443E+000	-1.190703923382498E-003	1.351549966994935E+002
-1.3647770E+000	-1.345039889766388E-003	1.353234966952368E+002
-1.3815366E+000	-1.390291020369051E-003	1.354919966909802E+002
-1.3983867E+000	-1.372602524312337E-003	1.356601966867311E+002
-1.4151950E+000	-1.396829386911069E-003	1.358278966824946E+002
-1.4320080E+000	-1.340592998517838E-003	1.359955966782582E+002
-1.4487035E+000	-1.368044315343611E-003	1.361639966740040E+002
-1.4656951E+000	-1.330661820298152E-003	1.363327966697398E+002
-1.4824737E+000	-1.486565364738481E-003	1.365018966654679E+002
-1.4994318E+000	-1.531295069308034E-003	1.366709966611961E+002
-1.5162585E+000	-1.602799690979984E-003	1.368398966569293E+002
-1.5332503E+000	-1.638093446207238E-003	1.370086966526651E+002
-1.5498810E+000	-1.822678571911762E-003	1.371774966484008E+002
-1.5667943E+000	-2.034618719099636E-003	1.373454966441568E+002
-1.5835987E+000	-2.153186434788609E-003	1.375139966399001E+002
-1.6005129E+000	-2.675065272464878E-003	1.376831966356258E+002
-1.6172831E+000	-3.183504340468686E-003	1.378519966313615E+002
-1.6340812E+000	-3.985354514325690E-003	1.380202966271099E+002
-1.6508898E+000	-4.796299551649695E-003	1.381884966228608E+002
-1.6677715E+000	-5.578249326611585E-003	1.383569966186042E+002
-1.6845989E+000	-6.157085035273291E-003	1.385255966143450E+002
-1.7014436E+000	-6.644295202194395E-003	1.386934966101035E+002
-1.7183506E+000	-6.759492747167868E-003	1.388615966058569E+002
-1.7351558E+000	-6.739585655653496E-003	1.390295966016129E+002
-1.7520531E+000	-6.465614862894042E-003	1.391979965973587E+002
-1.7689633E+000	-6.076461373964503E-003	1.393669965930894E+002
-1.7857399E+000	-5.798632392541005E-003	1.395357965888252E+002
-1.8025872E+000	-5.540587180865475E-003	1.397037965845811E+002
-1.8193277E+000	-5.246237416180174E-003	1.398716965803396E+002
-1.8362889E+000	-5.148269998580021E-003	1.400404965760754E+002
-1.8530557E+000	-4.834461124883040E-003	1.402092965718111E+002
-1.8699380E+000	-4.699509505259443E-003	1.403780965675469E+002
-1.8867880E+000	-4.540298058545798E-003	1.405468965632826E+002
-1.9035609E+000	-4.571577166555527E-003	1.407155965590209E+002
-1.9205554E+000	-4.416282462996177E-003	1.408844965547542E+002
-1.9374971E+000	-4.295670917375420E-003	1.410536965504798E+002
-1.9542882E+000	-4.271040991915345E-003	1.412228965462054E+002
-1.9711381E+000	-4.238159753044410E-003	1.413917965419387E+002
-1.9881603E+000	-4.096698406626700E-003	1.415605965376744E+002
-2.0049281E+000	-4.103782951588135E-003	1.417297965334001E+002
-2.0217869E+000	-4.018228991683389E-003	1.418981965291459E+002
-2.0386336E+000	-4.089191096808475E-003	1.420662965248994E+002
-2.0554392E+000	-3.943401277188646E-003	1.422347965206427E+002
-2.0722365E+000	-4.032401213588374E-003	1.424031965163886E+002
-2.0891140E+000	-3.955945046035650E-003	1.425714965121369E+002
-2.1058595E+000	-4.108236964172826E-003	1.427396965078879E+002
-2.1227314E+000	-3.970007955026909E-003	1.429078965036388E+002
-2.1395998E+000	-3.953108984108434E-003	1.430762964993846E+002
-2.1563189E+000	-4.168647515645954E-003	1.432453964951128E+002
-2.1732843E+000	-4.134125831411067E-003	1.434140964908511E+002
-2.1901815E+000	-4.065794771351688E-003	1.435828964865868E+002
-2.2071373E+000	-4.124725707900782E-003	1.437517964823201E+002
-2.2238700E+000	-4.285624627217301E-003	1.439202964780634E+002
-2.2354379E+000	-4.267280830326251E-003	1.440363964751305E+002
-2.2392023E+000	-4.317883302324584E-003	1.440721964742261E+002
-2.2431335E+000	-4.252821152660086E-003	1.441582964720510E+002
-2.2311862E+000	-3.952026321147467E-003	1.443270964677868E+002
-2.2143998E+000	-3.743419250628752E-003	1.444959964635200E+002
-2.1974831E+000	-3.859447666376768E-003	1.446647964592557E+002
-2.1808307E+000	-3.697280612085810E-003	1.448333964549965E+002
-2.1638939E+000	-3.523195709308771E-003	1.450016964507449E+002
-2.1471581E+000	-3.434918454834665E-003	1.451700964464908E+002
-2.1302443E+000	-3.412656593014977E-003	1.453387964422291E+002
-2.1134250E+000	-3.445447734163179E-003	1.455074964379673E+002
-2.0966060E+000	-3.415259867724771E-003	1.456763964337006E+002
-2.0797379E+000	-3.217921671407588E-003	1.458452964294338E+002
-2.0628281E+000	-3.163291295621679E-003	1.460137964251771E+002
-2.0460687E+000	-3.122378550502024E-003	1.461820964209255E+002
-2.0293705E+000	-3.018264252711685E-003	1.463497964166891E+002
-2.0124693E+000	-3.028514893342563E-003	1.465177964124450E+002
-1.9956565E+000	-3.041714187866587E-003	1.466861964081909E+002
-1.9787517E+000	-3.069600620751352E-003	1.468542964039443E+002
-1.9620166E+000	-2.988583092658523E-003	1.470226963996902E+002
-1.9451191E+000	-2.954336562108922E-003	1.471915963954234E+002
-1.9284245E+000	-2.924334274522537E-003	1.473597963911743E+002
-1.9115022E+000	-2.887895594528414E-003	1.475277963869303E+002
-1.8946813E+000	-2.854544843390198E-003	1.476965963826660E+002
-1.8778950E+000	-2.811966426624599E-003	1.478651963784068E+002
-1.8609313E+000	-2.869639233108373E-003	1.480338963741451E+002
-1.8441457E+000	-2.737114230779250E-003	1.482027963698783E+002
-1.8272837E+000	-2.659394898339015E-003	1.483714963656166E+002
-1.8102905E+000	-2.739317530744259E-003	1.485402963613524E+002
-1.7935370E+000	-2.660715226154468E-003	1.487092963570831E+002
-1.7765731E+000	-2.437613355785552E-003	1.488785963528062E+002
-1.7597944E+000	-2.328962041861029E-003	1.490474963485394E+002
-1.7429000E+000	-2.144426791042715E-003	1.492157963442878E+002
-1.7260351E+000	-1.838400693372579E-003	1.493844963400261E+002
-1.7092484E+000	-1.386223478934418E-003	1.495531963357644E+002
-1.6924430E+000	-8.411781769147887E-004	1.497217963315052E+002
-1.6755146E+000	-1.772147220804799E-004	1.498903963272460E+002
-1.6586525E+000	6.357644042693754E-004	1.500592963229792E+002
-1.6419308E+000	1.403409414949684E-003	1.502280963187150E+002
-1.6248890E+000	2.065485079316021E-003	1.503966963144558E+002
-1.6079849E+000	2.455026824111776E-003	1.505657963101839E+002
-1.5910071E+000	2.669891832899835E-003	1.507351963059045E+002
-1.5740867E+000	2.620784779756925E-003	1.509046963016226E+002
-1.5571393E+000	2.514014500892866E-003	1.510737962973508E+002
-1.5402941E+000	2.089388927490960E-003	1.512418962931042E+002
-1.5234910E+000	1.872224921932716E-003	1.514099962888577E+002
-1.5064870E+000	1.624342423201322E-003	1.515791962845833E+002
-1.4897320E+000	1.490287774351728E-003	1.517487962802988E+002
-1.4727114E+000	1.194786480005722E-003	1.519179962760245E+002
-1.4559164E+000	1.050650969725770E-003	1.520866962717628E+002
-1.4389119E+000	8.110226268303270E-004	1.522555962674960E+002
-1.4222122E+000	6.385354777448394E-004	1.524240962632393E+002
-1.4053159E+000	4.591154825016211E-004	1.525924962589852E+002
-1.3884958E+000	5.456001542587848E-004	1.527609962547285E+002
-1.3715453E+000	3.093402429333167E-004	1.529296962504668E+002
-1.3548567E+000	2.386732361898065E-004	1.530981962462101E+002
-1.3379022E+000	2.672363705113643E-004	1.532663962419610E+002
-1.3210787E+000	6.487177864336223E-005	1.534350962376993E+002
-1.3041607E+000	5.658247897304147E-005	1.536039962334326E+002
-1.2874333E+000	2.387792034037547E-005	1.537722962291809E+002
-1.2703569E+000	-1.552623882079158E-004	1.539409962249192E+002
-1.2536265E+000	-3.397663340758321E-004	1.541102962206423E+002
-1.2368186E+000	-4.305955505397828E-005	1.542786962163882E+002
-1.2198026E+000	-3.376939902707877E-004	1.544469962121366E+002
-1.2030447E+000	-3.232426886973570E-004	1.546157962078723E+002
-1.1860702E+000	-3.502065124623738E-004	1.547849962035980E+002
-1.1692894E+000	-4.358251315183664E-004	1.549535961993388E+002
-1.1524210E+000	-4.909690531497454E-004	1.551221961950796E+002
-1.1355833E+000	-2.550858532357298E-004	1.552910961908128E+002
-1.1186329E+000	-3.402325342934122E-004	1.554595961865562E+002
-1.1018714E+000	-4.370929638309509E-004	1.556278961823045E+002
-1.0849918E+000	-3.815197521578411E-004	1.557961961780529E+002
-1.0682453E+000	-3.363579958142720E-004	1.559643961738038E+002
-1.0513979E+000	-4.690823140093576E-004	1.561320961695674E+002
-1.0345827E+000	-6.040682919104890E-004	1.562997961653309E+002
-1.0177455E+000	-7.017399709607791E-004	1.564683961610717E+002
-1.0008816E+000	-5.649447397353402E-004	1.566373961568024E+002
-9.8414588E-001	-5.736596257313788E-004	1.568056961525508E+002
-9.6726245E-001	-6.278766853051090E-004	1.569736961483068E+002
-9.5046312E-001	-5.097849161082172E-004	1.571416961440627E+002
-9.3362021E-001	-7.143667750035068E-004	1.573094961398238E+002
-9.1687870E-001	-6.554887040703776E-004	1.574777961355721E+002
-8.9993674E-001	-5.241837562913621E-004	1.576463961313129E+002
-8.8323736E-001	-6.516235495560140E-004	1.578146961270613E+002
-8.6631459E-001	-6.489428734788010E-004	1.579824961228223E+002
-8.4951276E-001	-5.841354916945925E-004	1.581513961185556E+002
-8.3256793E-001	-7.674273355286190E-004	1.583205961142812E+002
-8.1582856E-001	-6.646614511511342E-004	1.584892961100195E+002
-7.9894435E-001	-5.410887460085599E-004	1.586576961057654E+002
-7.8196609E-001	-7.609438449421857E-004	1.588264961015011E+002
-7.6515502E-001	-6.559929354081782E-004	1.589955960972293E+002
-7.4818832E-001	-7.849111807906595E-004	1.591645960929600E+002
-7.3146003E-001	-6.604828956448504E-004	1.593332960886983E+002
-7.1447611E-001	-7.234151741990068E-004	1.595016960844441E+002
-6.9775248E-001	-7.733990609388730E-004	1.596700960801900E+002
-6.8077272E-001	-8.130546381557788E-004	1.598385960759333E+002
-6.6399771E-001	-8.350939848250707E-004	1.600072960716716E+002
-6.4701509E-001	-8.406089825572192E-004	1.601760960674073E+002
-6.3024533E-001	-8.828240427825197E-004	1.603449960631406E+002
-6.1336493E-001	-8.773707292588709E-004	1.605136960588789E+002
-5.9637713E-001	-8.207259770905704E-004	1.606827960546070E+002
-5.7951736E-001	-9.069437111389363E-004	1.608517960503377E+002
-5.6276107E-001	-7.811990467743515E-004	1.610198960460912E+002
-5.4576457E-001	-8.152303450920731E-004	1.611883960418345E+002
-5.2904224E-001	-8.094150465445295E-004	1.613571960375702E+002
-5.1201421E-001	-8.439815526572539E-004	1.615259960333060E+002
-4.9523407E-001	-7.934081079571057E-004	1.616950960290342E+002
-4.7829318E-001	-8.278629632623470E-004	1.618643960247573E+002
-4.6142715E-001	-7.927133389621158E-004	1.620334960204855E+002
-4.4443628E-001	-8.490122522957378E-004	1.622026960162111E+002
-4.2748016E-001	-9.304697935042898E-004	1.623722960119267E+002
-4.1061187E-001	-8.922723048505350E-004	1.625412960076574E+002
-3.9376801E-001	-7.241021859841507E-004	1.627099960033956E+002
-3.7686440E-001	-8.703653504383785E-004	1.628787959991314E+002
-3.5996178E-001	-8.789072900121410E-004	1.630470959948798E+002
-3.4314957E-001	-8.545351336003591E-004	1.632157959906181E+002
-3.2613543E-001	-7.984278900495419E-004	1.633850959863412E+002
-3.0925944E-001	-8.590752264762361E-004	1.635543959820643E+002
-2.9246417E-001	-7.971880484057975E-004	1.637226959778127E+002
-2.7559254E-001	-8.840610297224088E-004	1.638907959735661E+002
-2.5870231E-001	-7.297331663253907E-004	1.640594959693044E+002
-2.4202089E-001	-7.235493326200769E-004	1.642274959650604E+002
-2.2509371E-001	-8.699775863408431E-004	1.643950959608264E+002
-2.0829569E-001	-8.931213626757178E-004	1.645629959565849E+002
-1.9163944E-001	-7.553522318618673E-004	1.647310959523384E+002
-1.7465317E-001	-7.397950492913884E-004	1.648996959480792E+002
-1.5791745E-001	-6.929996417284626E-004	1.650678959438301E+002
-1.4100622E-001	-6.915728627604947E-004	1.652362959395759E+002
-1.2417996E-001	-7.225932683627345E-004	1.654048959353167E+002
-1.0736378E-001	-6.624598691565824E-004	1.655731959310651E+002
-9.0402253E-002	-7.773676218355867E-004	1.657416959268085E+002
-7.3675081E-002	-6.471478823275000E-004	1.659101959225518E+002
-5.6832667E-002	-5.297724981489392E-004	1.660782959183052E+002
-3.9926771E-002	-5.555876540598850E-004	1.662470959140410E+002
-2.3040147E-002	-5.829465910844782E-004	1.664155959097843E+002
-1.1589259E-002	-6.244174232733161E-004	1.665297959068994E+002
-8.7192468E-003	-9.565586806274951E-004	1.665587959061668E+002
-8.5175205E-003	-2.053537270209444E-004	1.665621959060809E+002
-4.6007391E-003	-7.255964031133953E-004	1.666486959038957E+002
-1.7239621E-002	-7.578710711166562E-004	1.668175958996289E+002
-3.4135435E-002	-9.147608382002771E-004	1.669865958953596E+002
-5.0900564E-002	-1.107717905371380E-003	1.671552958910979E+002
-6.7726627E-002	-1.005894590404070E-003	1.673234958868488E+002
-8.4552415E-002	-1.074371189638946E-003	1.674915958826023E+002
-1.0126704E-001	-1.195150454918149E-003	1.676597958783532E+002
-1.1810250E-001	-1.147702110166564E-003	1.678276958741117E+002
-1.3500744E-001	-1.135596085972376E-003	1.679960958698575E+002
-1.5163992E-001	-1.150318673649234E-003	1.681645958656009E+002
-1.6844374E-001	-1.272451714049624E-003	1.683323958613619E+002
-1.8534786E-001	-1.130613067750034E-003	1.685004958571153E+002
-2.0197119E-001	-1.247213847870961E-003	1.686686958528662E+002
-2.1895841E-001	-1.208542408319468E-003	1.688370958486121E+002
-2.3574941E-001	-1.329727019247562E-003	1.690058958443478E+002
-2.5261143E-001	-1.295378327876943E-003	1.691745958400861E+002
-2.6936567E-001	-1.295791628872157E-003	1.693425958358421E+002
-2.8624329E-001	-1.278748232269044E-003	1.695105958315980E+002
-3.0308336E-001	-1.235789959395308E-003	1.696792958273363E+002
-3.2002488E-001	-1.234626552061430E-003	1.698484958230620E+002
-3.3685833E-001	-1.242417820665913E-003	1.700175958187901E+002
-3.5379839E-001	-1.185747640037246E-003	1.701869958145107E+002
-3.7055600E-001	-1.287629222256720E-003	1.703555958102515E+002
-3.8750041E-001	-1.240994308724882E-003	1.705234958060100E+002
-4.0415061E-001	-1.272941396718567E-003	1.706915958017635E+002
-4.2103159E-001	-1.231104618747822E-003	1.708593957975245E+002
-4.3789133E-001	-1.275904004040005E-003	1.710277957932703E+002
-4.5466158E-001	-1.279391816987268E-003	1.711964957890086E+002
-4.7150305E-001	-1.201419760543493E-003	1.713647957847570E+002
-4.8839527E-001	-1.266267541951218E-003	1.715332957805003E+002
-5.0516164E-001	-1.442006181878926E-003	1.717022957762310E+002
-5.2204615E-001	-1.206348690541068E-003	1.718707957719744E+002
-5.3883773E-001	-1.237242280126786E-003	1.720385957677354E+002
-5.5564028E-001	-1.330918091649178E-003	1.722068957634838E+002
-5.7256925E-001	-1.202630354267416E-003	1.723755957592221E+002
-5.8934021E-001	-1.301931773437476E-003	1.725442957549603E+002
-6.0630798E-001	-1.182940914856261E-003	1.727132957506910E+002
-6.2313604E-001	-1.256573000122149E-003	1.728821957464243E+002
-6.3998199E-001	-1.266132843576847E-003	1.730508957421625E+002
-6.5708286E-001	-1.169499926001761E-003	1.732202957378831E+002
-6.7374653E-001	-1.325464237284472E-003	1.733896957336037E+002
-6.9073260E-001	-1.220552391969804E-003	1.735579957293521E+002
